gene	log2fc	pval	qval	mean_tumor_log2tpm	mean_normal_log2tpm	n_tumor	n_normal
BRIP1	0.8780330954601563	8.52036905149103e-16	4.368332441508254e-15	2.1290616665555153	1.251028571095359	471	41
BRIX1	1.350139936691832	8.015768167274513e-20	8.628709852926128e-19	4.654475881739851	3.3043359450480185	471	41
BRK1	0.14498634982492753	0.0028992406730026714	0.004040719174758629	8.31918850138096	8.174202151556033	471	41
BRMS1	0.30084070911912697	2.7283549735548486e-08	5.94445867119565e-08	6.098117137965328	5.797276428846201	471	41
BRMS1L	0.3398875869341138	2.4582352482986558e-05	4.121869852398091e-05	2.5285677185327557	2.188680131598642	471	41
BROX	0.13206809993262247	0.004409836570710016	0.006031971405574686	5.268981715649769	5.136913615717146	471	41
BRPF1	0.37264106795582386	1.302777237304919e-08	2.9238192845898977e-08	3.9334392508407583	3.5607981828849344	471	41
BRPF3	-0.76267239388938	4.422750065712999e-15	2.0594672503244744e-14	4.7627566073442305	5.5254290012336105	471	41
BRSK1	-0.1064623986762061	0.20621588015085235	0.2334426859508042	1.4701995158853656	1.5766619145615717	471	41
BRSK2	1.0495430231381027	2.747859185390746e-09	6.575989291049194e-09	1.515210926335086	0.4656679031969832	471	41
BRWD1	0.1454877577092808	0.03563695984784606	0.044256575691447496	2.942616972476853	2.797129214767572	471	41
BRWD1-AS2	-0.11377878065889879	0.03592684731540518	0.04459572380747743	1.0652418077905217	1.1790205884494205	471	41
BRWD3	0.385611222827686	5.177699726628855e-05	8.445352402117325e-05	2.823839075295213	2.438227852467527	471	41
BSCL2	0.2705571721211416	1.6740307005480566e-05	2.841850266758418e-05	1.1518012250432184	0.8812440529220767	471	41
BSDC1	-0.18557982962099295	0.014508007279950566	0.018835275798541055	5.151663863750252	5.337243693371245	471	41
BSG	-0.7727865021438838	5.685044474825043e-13	2.0177210448638415e-12	9.30543611823808	10.078222620381963	471	41
BSPRY	0.691370839339382	1.4674745883308664e-11	4.4473748021157957e-11	6.063692685559228	5.372321846219846	471	41
BST1	-0.9062022606778899	7.965792441297406e-11	2.2391972261379699e-10	2.270920125431985	3.177122386109875	471	41
BST2	0.4246915835305556	0.07585364571324045	0.09081295408945463	7.150977270147682	6.726285686617127	471	41
BTAF1	0.5164585500112353	3.3782413928116824e-08	7.298117143232105e-08	3.9337498571556133	3.417291307144378	471	41
BTBD1	0.09274988314412536	0.014956655951448301	0.01938630072576404	5.649280168529527	5.556530285385402	471	41
BTBD10	0.032206815531595545	0.34136643374505915	0.3744039524621185	4.858487938628743	4.826281123097147	471	41
BTBD16	1.088237253585442	3.145993797357001e-23	1.1376611245432062e-21	1.252550375516803	0.16431312193136097	471	41
BTBD19	0.8283911134970923	7.550256401715452e-12	2.3579990333500765e-11	1.8916394917070847	1.0632483782099924	471	41
BTBD2	0.40138671131537684	6.244744650680656e-09	1.447626668989562e-08	5.80869948457111	5.407312773255733	471	41
BTBD3	-0.8766335624587986	2.156008205384453e-15	1.0474333932420856e-14	4.255425653375414	5.132059215834213	471	41
BTBD6	-0.01131580696729273	0.47914034686854234	0.5128321775071046	6.122170141716684	6.133485948683977	471	41
BTBD7	-0.3122330971524181	5.288332980008168e-05	8.616233510180381e-05	3.4029461396735607	3.715179236825979	471	41
BTBD8	0.09899333680247446	0.23762495385214644	0.26644677590030247	1.594086409049633	1.4950930722471585	471	41
BTBD9	-0.5351593252830495	2.268833614988623e-12	7.551772593756311e-12	3.0889325042847293	3.624091829567779	471	41
BTC	-0.6116279114025382	0.0003671403463669442	0.0005557119587338423	3.2400988161358732	3.8517267275384115	471	41
BTD	-0.7365388796392369	1.0608297788463491e-20	1.4196340050553829e-19	2.2472757575344517	2.9838146371736887	471	41
BTF3	0.5452490630709548	1.5764339707106823e-10	4.298278163521571e-10	8.091174598185765	7.54592553511481	471	41
BTF3L4	0.5918186832017862	6.974627483050478e-10	1.7752620125308805e-09	4.113230276120974	3.5214115929191876	471	41
BTF3L4P2	0.13363048624426188	0.07875787939148172	0.09414274173375312	2.3072097723515776	2.1735792861073158	471	41
BTF3P7	0.7886118516839089	3.368602807035675e-09	8.00168114846308e-09	1.108317661665123	0.31970580998121406	471	41
BTG1	-0.6070053025183313	1.1860722092979728e-11	3.6219728936963064e-11	6.110140582418628	6.71714588493696	471	41
BTG2	-0.2672487077734358	0.04895611966520693	0.05991426153050447	7.164306465348589	7.431555173122025	471	41
BTG3	0.7558786783483802	7.846106430493973e-12	2.4473570731036017e-11	5.153319284510638	4.397440606162258	471	41
BTK	-1.10741987861944	4.8123943284345864e-14	1.9668386288712346e-13	1.6933603177253347	2.8007801963447747	471	41
BTLA	-0.719839979330044	5.833052102613195e-16	3.0756251670395505e-15	0.5754115435291943	1.2952515228592383	471	41
BTN2A1	0.24311088891611732	0.00014512196299411344	0.00022741972684546467	4.83089078325664	4.587779894340523	471	41
BTN2A2	0.20736313155880692	0.024612849459832782	0.031179462799389664	2.522289415221909	2.314926283663102	471	41
BTN2A3P	0.6096913598296141	8.31125168365912e-12	2.584206451287443e-11	1.8804764256151982	1.2707850657855841	471	41
BTN3A1	0.17425694556552074	0.09631107598527759	0.11386508855912483	4.525740131801168	4.351483186235647	471	41
BTN3A2	-0.12299412610973004	0.19594011526574595	0.22261153280079038	4.432486903532382	4.555481029642112	471	41
BTN3A3	-0.16510226844302034	0.29626821380056567	0.32771682138318964	3.564378477739444	3.7294807461824644	471	41
BTNL3	-2.9934137985284095	3.987504280768564e-23	1.3662244725411516e-21	3.4746518029503464	6.468065601478756	471	41
BTNL8	-3.3229527151346034	3.857923200640855e-23	1.3400766368143216e-21	2.523433279852385	5.8463859949869885	471	41
BTNL9	0.8826119735507731	5.2223574846708515e-08	1.1100897726317244e-07	2.3267482772882975	1.4441363037375243	471	41
BTRC	0.3024826413778601	3.8330225692818434e-07	7.535548233054543e-07	3.5166648572924606	3.2141822159146005	471	41
BUB1	1.5738454575423182	1.1185955192438932e-21	2.0584729038039918e-20	4.429271721033883	2.855426263491565	471	41
BUB1B	1.3576092967144424	1.7077511209233067e-18	1.3739243942704592e-17	4.09019529146276	2.7325859947483178	471	41
BUB3	0.9538213610023911	2.212913931997162e-22	5.520060517903968e-21	5.6523964895861765	4.698575128583785	471	41
BUD13	0.36137867827010695	2.374348220697879e-08	5.202120740819899e-08	5.103724768548519	4.742346090278412	471	41
BUD23	1.0463461333780515	9.234440836538045e-22	1.7562390666551997e-20	5.490358483813456	4.444012350435404	471	41
BUD31	0.6227919218580986	4.5318272871185905e-13	1.6307725858897732e-12	5.431099655649264	4.808307733791166	471	41
BVES	-1.2225669813235638	2.560627615119222e-13	9.49975200495159e-13	0.925660160407957	2.1482271417315206	471	41
BX248409.1	0.8423354026039986	2.092760302586151e-06	3.847943379499343e-06	1.557161859047081	0.7148264564430824	471	41
BX255925.1	-0.5324594585992779	1.1230420922942062e-08	2.5411830681844918e-08	1.1988569087803753	1.7313163673796532	471	41
BX255925.3	-0.07998964797602603	0.8386574745589866	0.8560596329389699	5.179371121748864	5.25936076972489	471	41
BX255925.4	0.8103843247381255	1.0581507305873385e-06	1.998187059443879e-06	1.8158393170312037	1.0054549922930782	471	41
BX284668.5	-0.20848708235476088	0.04257394222276074	0.05247181023759811	1.0640874019291509	1.2725744842839117	471	41
BX293535.1	0.26258353490762976	0.11541981838754603	0.1350872879393283	1.54200450087065	1.2794209659630202	471	41
BX322562.1	0.23398949934139202	0.03323354935854754	0.04142080946591512	1.1212065095339876	0.8872170101925956	471	41
BX470102.1	1.8146509949196945	1.841974293406646e-21	3.131191308029224e-20	3.4981269752022177	1.6834759802825232	471	41
BX537318.1	0.19265495067285832	0.00893644970648664	0.011861608063079307	2.597090717633654	2.4044357669607956	471	41
BX679664.1	0.466970861628329	0.00021560026304568426	0.00033265605681597556	1.2257959689066336	0.7588251072783045	471	41
BX679664.3	-0.5552732514381924	0.014784616033438079	0.019174598495093752	1.929951195883777	2.4852244473219693	471	41
BX842570.1	1.0194626118272874	1.4745276682727802e-18	1.1999977908952016e-17	1.7658887273802184	0.7464261155529309	471	41
BX890604.1	0.8255488276340966	5.677151134007675e-21	8.155000703181824e-20	1.5079444510652829	0.6823956234311862	471	41
BYSL	1.656272383866538	1.0201036057138972e-23	5.06057594372604e-22	5.8038416183770245	4.147569234510486	471	41
BZW1	0.22815826712739984	8.408648363869622e-05	0.00013458197975900498	5.364407986934996	5.136249719807596	471	41
BZW1P2	0.2851194401064481	0.009154701845693586	0.012131228748464978	1.5683762568337425	1.2832568167272944	471	41
BZW2	1.0503968483223236	1.9684201371643815e-19	1.932321462408134e-18	6.715239312465239	5.664842464142915	471	41
C10ORF143	-0.3496344792462409	1.2602571878225806e-07	2.5903815750167443e-07	0.9705750422634725	1.3202095215097134	471	41
C10ORF88	0.38855461510433464	4.256528086485397e-09	1.0014925334815542e-08	3.073427885366756	2.6848732702624214	471	41
C10ORF88B	0.713521845643546	6.439496393745991e-12	2.0290923419262954e-11	1.237816454442566	0.52429460879902	471	41
C10ORF99	-2.7697304315298243	1.3327042606523705e-20	1.7308447444210104e-19	7.052071132287381	9.821801563817205	471	41
C11ORF1	0.7922153729099519	1.2395330351354464e-14	5.436965450005068e-14	4.055012584217948	3.2627972113079964	471	41
C11ORF24	-0.003119367016903851	0.2380625300452096	0.2669204314398795	5.589764725230917	5.592884092247821	471	41
C11ORF45	0.35161544346797824	9.908444710134445e-05	0.00015747484002034138	1.117111851348911	0.7654964078809326	471	41
C11ORF49	0.5958591640745814	1.1079328123816075e-14	4.888951330206086e-14	4.359667727424815	3.763808563350233	471	41
C11ORF53	-0.4612294901538849	0.009513757884062184	0.01257971033253332	2.1913459344682558	2.6525754246221407	471	41
C11ORF54	-0.6224165284352692	2.8334697078995647e-08	6.16661332499002e-08	3.35920912261059	3.981625651045859	471	41
C11ORF58	0.4985343740084547	1.2718721918918197e-09	3.1494574200515798e-09	5.2145188290587985	4.715984455050344	471	41
C11ORF68	0.07976091707562993	0.01998290667435482	0.025534680702515074	5.901645264421475	5.821884347345845	471	41
C11ORF71	-0.23306971475990546	0.007338892416879933	0.009829284166044745	3.01414417737709	3.2472138921369953	471	41
C11ORF80	0.3532504014648663	1.2617750947794716e-05	2.1660123983001535e-05	3.4607466896939267	3.1074962882290604	471	41
C11ORF86	-4.057326624873996	4.4567504369072635e-24	2.7064769635990975e-22	2.0760884886025615	6.133415113476557	471	41
C11ORF95	0.9334403532977893	1.7554754751738912e-12	5.919141986078384e-12	3.7000395146830813	2.766599161385292	471	41
C11ORF96	0.17453532431002117	0.1754689260391431	0.20062216817992268	4.451388004881191	4.27685268057117	471	41
C12ORF29	0.8575950486791126	3.324076027626282e-15	1.5723982111774106e-14	3.2890189524675306	2.431423903788418	471	41
C12ORF4	0.14598653491671199	0.010735544498326501	0.014120821133768616	3.384958515673054	3.238971980756342	471	41
C12ORF43	0.30414423436401217	2.5560184797945276e-05	4.2784963591573214e-05	3.1203609472504583	2.816216712886446	471	41
C12ORF45	0.6460040033326488	1.0017861461091767e-19	1.0488974922193052e-18	1.7778631746751932	1.1318591713425443	471	41
C12ORF57	0.13951017693513812	0.5530316086749545	0.586077726584103	4.878334161576272	4.738823984641134	471	41
C12ORF65	0.46851698022187716	5.124225806372039e-11	1.4678389830191604e-10	3.2206788135352795	2.7521618333134024	471	41
C12ORF66	0.8688513382269833	4.80190852719047e-21	7.124395991515511e-20	2.740086731820032	1.8712353935930486	471	41
C12ORF73	0.9917308187147098	1.2467466165297124e-23	5.793259805726851e-22	2.7983336717086615	1.8066028529939517	471	41
C12ORF75	0.9944319842210092	5.99028260294413e-14	2.414070181245974e-13	6.014201161371365	5.019769177150356	471	41
C12ORF76	0.5603512277153202	3.447363323135046e-16	1.8743907219429237e-15	2.2733154055854556	1.7129641778701354	471	41
C14ORF119	0.26169568913685026	1.0651773982236958e-05	1.8391018784428925e-05	5.758362880926395	5.496667191789545	471	41
C14ORF132	-1.4223853914005682	1.1903455997447502e-17	8.115852047564953e-17	1.4356092147555568	2.857994606156125	471	41
C14ORF28	-0.45315313273919955	3.8282145394400426e-08	8.237882111486947e-08	1.9124313322140805	2.36558446495328	471	41
C14ORF93	0.19410839097797572	0.00025930332771191995	0.000397406127362278	2.9877542030181634	2.7936458120401877	471	41
C15ORF39	0.050428653276522795	0.21119664483688916	0.23852909076011383	4.712873956186499	4.662445302909976	471	41
C15ORF40	0.053899161288751385	0.17882451160057	0.20420687808310456	2.050634889677317	1.9967357283885658	471	41
C15ORF48	-2.2773281162085857	2.722706670115524e-21	4.399044694257293e-20	6.117093939433706	8.394422055642291	471	41
C15ORF61	0.5875477986294986	3.6296215356208147e-11	1.0551545867252917e-10	1.995945847455452	1.4083980488259533	471	41
C15ORF62	0.623082204376942	1.5316237759462324e-10	4.1838882382873275e-10	1.8988590153769973	1.2757768110000554	471	41
C15ORF65	-0.38881867343349263	0.0008203831438507813	0.0012048846170355219	2.354155064883016	2.7429737383165085	471	41
C16ORF54	-1.368312244016225	9.927968884134415e-18	6.883522047972093e-17	1.7014276651404154	3.0697399091566404	471	41
C16ORF70	0.45907894123115733	1.3573884170461274e-13	5.225129489092754e-13	3.4911567597482454	3.032077818517088	471	41
C16ORF72	0.02260858416260625	0.45024195974670334	0.4842857956038781	3.4296355889803065	3.4070270048177003	471	41
C16ORF74	-0.052535949463615506	0.018563420313926948	0.023808928348158728	1.2061833609917263	1.2587193104553418	471	41
C16ORF86	-0.24719666322459344	0.009980472524891508	0.013166992993794133	1.270735395206911	1.5179320584315044	471	41
C16ORF87	0.32514141538150465	4.883271692624782e-07	9.515301812216755e-07	2.27640377379481	1.9512623584133055	471	41
C16ORF89	-2.740774515492232	7.124571959739594e-24	3.8419892871563146e-22	0.8988981342814956	3.6396726497737277	471	41
C16ORF91	0.7216689036439261	1.0428696442269647e-14	4.619209583622001e-14	5.772248935558168	5.050580031914242	471	41
C17ORF100	0.3228549055201124	0.00011763653251026876	0.00018566920362415694	2.231333856965916	1.9084789514458034	471	41
C17ORF113	0.3506839549685845	5.607489527280049e-05	9.121882326337424e-05	1.959055965112078	1.6083720101434935	471	41
C17ORF58	0.09652863426372038	0.15825364796472763	0.18199066176745582	3.9036103495667436	3.807081715303023	471	41
C17ORF67	0.38283377430379506	6.439456984337783e-08	1.3576601630565462e-07	1.8055482541352965	1.4227144798315015	471	41
C17ORF75	0.747368920466041	4.345851701789977e-15	2.0263382134027878e-14	3.461476859737372	2.714107939271331	471	41
C17ORF77	1.0220667949021893	6.465881528683063e-07	1.2458494485955953e-06	1.2219034122598254	0.199836617357636	471	41
C17ORF80	0.4082397915022691	1.4423716978578535e-07	2.9434095262042796e-07	3.5082586418364317	3.1000188503341626	471	41
C17ORF97	-0.4592768849931803	2.6189998377620383e-05	4.3793415594248616e-05	1.679012935133952	2.1382898201271323	471	41
C18ORF21	0.2740526099256395	3.6721560184375167e-06	6.589600534002762e-06	3.9923035592872798	3.7182509493616402	471	41
C18ORF25	-0.0713827776484548	0.09156105087979892	0.1085407777802699	3.0215592498051325	3.0929420274535873	471	41
C18ORF32	-0.2387630731672301	4.9048732557610684e-05	8.013714039326793e-05	1.3929627444716386	1.6317258176388687	471	41
C18ORF54	0.20173450542861793	0.015231666406604786	0.019718097427236757	1.5581957289467079	1.35646122351809	471	41
C19ORF12	0.07378386209718313	0.05075265654506678	0.06200950703587977	3.7479780507072427	3.6741941886100595	471	41
C19ORF25	0.30471501163234826	2.0915157865220898e-08	4.6036351101662945e-08	4.409931060796634	4.1052160491642855	471	41
C19ORF38	-0.40305724534007203	5.214332798956716e-05	8.50116783210764e-05	1.6904309750871216	2.0934882204271936	471	41
C19ORF44	0.4707883758203677	2.476344467231632e-10	6.610717358256218e-10	1.8743963603286489	1.4036079845082812	471	41
C19ORF47	0.34786002413398887	4.815730364399827e-10	1.2455548163819261e-09	3.4059264002863108	3.058066376152322	471	41
C19ORF48	1.9255823513920554	1.81930981101833e-23	7.50348128380417e-22	6.720908415058468	4.795326063666413	471	41
C19ORF53	0.9516887123847226	4.124735736978517e-19	3.8011889620056864e-18	7.755772810682138	6.804084098297415	471	41
C19ORF54	0.20853833946294564	0.0010510728120500209	0.0015280211402971678	4.0666691557132895	3.858130816250344	471	41
C19ORF57	0.1997610263858567	0.27443947577871464	0.3050848368738265	2.1309667896671156	1.931205763281259	471	41
C19ORF71	0.6706800471916745	7.3575235370616635e-09	1.6957668654100685e-08	2.888151572039991	2.2174715248483166	471	41
C19ORF73	0.48571415815276975	1.942697678232536e-07	3.917217472547339e-07	2.5785372201855914	2.0928230620328216	471	41
C1D	-0.10497644282913132	0.4097409925226899	0.44351251501641625	3.4863090480394683	3.5912854908685996	471	41
C1GALT1	0.6298813805907955	2.416251209133983e-12	8.015181775109921e-12	4.296224920514914	3.666343539924118	471	41
C1GALT1C1	0.4852370926355727	2.560497590634475e-09	6.148476011544006e-09	6.184102253488267	5.698865160852694	471	41
C1GALT1C1L	-0.12250377985399208	0.3072125325988089	0.33916248192061327	1.0009916678813473	1.1234954477353394	471	41
C1ORF109	1.0473284093684314	6.921505611130175e-22	1.3899046216375542e-20	3.908883239954947	2.8615548305865155	471	41
C1ORF112	1.123751868703603	2.051405367529582e-22	5.213208093070405e-21	2.660693213783362	1.5369413450797589	471	41
C1ORF115	-2.2144006041470883	1.3427853914778314e-24	1.110225048324699e-22	4.76001961899068	6.974420223137768	471	41
C1ORF116	0.4339417587406773	0.000254345169159509	0.00039024854278342156	5.118783961108021	4.684842202367344	471	41
C1ORF122	0.3846400205728502	1.433764663924289e-07	2.927200266215007e-07	5.394000863135674	5.009360842562824	471	41
C1ORF131	0.3787434020128102	1.0594903573049136e-08	2.404471485445882e-08	3.513808754872895	3.1350653528600847	471	41
C1ORF159	0.758963830530992	2.3064054599527473e-16	1.2829491016593772e-15	3.221314289190567	2.462350458659575	471	41
C1ORF162	-0.5876790799309237	1.6007129617857356e-05	2.7231603525897014e-05	2.541421476145165	3.1291005560760885	471	41
C1ORF174	0.6083645857669779	8.237395397045177e-14	3.2658435465412565e-13	4.426331461016739	3.817966875249761	471	41
C1ORF198	1.0283802220515268	8.936118279327325e-18	6.257414672653421e-17	5.224011668690353	4.195631446638826	471	41
C1ORF21	-0.9185672607175492	2.2455576572383991e-13	8.396287877202855e-13	3.6968244576303126	4.615391718347862	471	41
C1ORF210	-1.4215457015105821	2.837386491601615e-22	6.698285992439147e-21	5.490134063781849	6.9116797652924316	471	41
C1ORF216	0.5181667360895745	2.0996706657917697e-06	3.8598434337430954e-06	3.6658386421808116	3.147671906091237	471	41
C1ORF226	-0.6017632073402823	1.374430085867309e-10	3.771437868839074e-10	3.961829162457971	4.563592369798253	471	41
C1ORF35	0.8598574571764521	2.2566413120528037e-20	2.779140569689645e-19	3.9690098624833685	3.1091524053069164	471	41
C1ORF43	0.3899405129800595	3.0287291163771685e-09	7.226520589150293e-09	8.060741330743882	7.670800817763823	471	41
C1ORF50	-0.1271475343970876	0.0017278816853317567	0.002460964498700687	1.0541003521161474	1.181247886513235	471	41
C1ORF52	0.20120882021136488	0.00019747131026370287	0.0003056752434784276	3.640097270222448	3.438888450011083	471	41
C1ORF53	0.5046178532590053	8.031762808463546e-05	0.00012879928502991395	3.846399890227842	3.3417820369688367	471	41
C1ORF54	-0.4786650924107283	1.866969996411058e-05	3.159639497097361e-05	3.307961262067769	3.7866263544784973	471	41
C1ORF56	0.6023739968944177	3.4069377305819885e-11	9.933725292870831e-11	3.131607425759788	2.5292334288653704	471	41
C1ORF74	0.5110410870748148	1.591032436332235e-14	6.882749259702036e-14	2.2221155336918255	1.7110744466170107	471	41
C1QA	-1.5097827495834135	3.5220106899849953e-13	1.2836533580572382e-12	6.948469060670185	8.458251810253598	471	41
C1QB	-1.3216507933954613	2.3936471126407543e-09	5.76748109190263e-09	7.018560449252961	8.340211242648422	471	41
C1QBP	0.8111041994648973	3.0218499802839616e-12	9.900986047028995e-12	7.665846290667935	6.854742091203038	471	41
C1QC	-1.383182109050832	1.0899397856198206e-10	3.0218717828322833e-10	7.160559755601662	8.543741864652494	471	41
C1QL1	-0.7798470412883813	3.8799005789173945e-12	1.2572020072734908e-11	1.1533291020484315	1.9331761433368129	471	41
C1QL3	-0.21319498992593378	0.009121313828693247	0.012093311589032355	1.0155539177822095	1.2287489077081433	471	41
C1QTNF1	0.892790481436319	2.720309431958174e-09	6.512692958974361e-09	4.707573805279948	3.8147833238436286	471	41
C1QTNF12	-1.37963224553488	1.6017389035415016e-13	6.112291187490658e-13	2.514364167960622	3.893996413495502	471	41
C1QTNF2	-1.0727838753986163	6.320797164592928e-19	5.574198912867564e-18	1.266817645783916	2.3396015211825323	471	41
C1QTNF3	-0.6185344729979325	1.7157622600146825e-06	3.1776617599464094e-06	1.721597507672066	2.3401319806699985	471	41
C1QTNF6	0.7639111769187203	3.2674209435249943e-10	8.602563946242887e-10	2.997861431596494	2.2339502546777736	471	41
C1QTNF7	-1.4929193989091147	1.140488852676626e-20	1.5128221916018507e-19	0.6498663208310894	2.1427857197402043	471	41
C1R	-0.4911105706532277	0.007242910985924377	0.009705159048399466	5.857246182775457	6.348356753428685	471	41
C1RL	-0.021868114219102175	0.7959122228852762	0.816592493867323	4.30786244331407	4.329730557533172	471	41
C1RL-AS1	0.5356371659289988	1.163696343205631e-08	2.6280913439592674e-08	1.4923804305587647	0.9567432646297659	471	41
C1S	-0.6765017760115208	0.0003717868086958102	0.0005624065871793432	6.0418720420630825	6.718373818074603	471	41
C2	1.583756055341842	2.7046163039536597e-17	1.7257607872799963e-16	3.9967213360037843	2.4129652806619424	471	41
C20ORF194	-1.0945418872982497	3.4894583083979897e-14	1.4514192475762293e-13	1.3981921075989587	2.4927339948972085	471	41
C20ORF27	1.1418238198199138	1.3099205077788638e-15	6.5630185099554966e-15	6.608554910154984	5.46673109033507	471	41
C20ORF96	0.6785602894101519	4.360489686550066e-12	1.4028620357020507e-11	4.162328546652304	3.4837682572421524	471	41
C21ORF58	0.6177026993083921	2.4261468270102273e-09	5.842591517910175e-09	2.3208200715720304	1.7031173722636384	471	41
C21ORF91	-0.14615181932864507	0.23501170708910313	0.26375166795476646	2.4687774795980824	2.6149292989267274	471	41
C22ORF23	-0.33860024152099033	0.010940583001462814	0.014380848428031171	1.0667130600182342	1.4053133015392245	471	41
C22ORF39	-0.2473502818653559	0.030061209086433074	0.03764545388684019	3.2831569181293596	3.5305071999947155	471	41
C22ORF46	-0.111922833809595	0.43067933902292177	0.4645491418835472	3.0652958393954663	3.1772186732050614	471	41
C2CD2	0.6787619300192462	5.372243713584849e-13	1.9124862781683056e-12	3.613410934624812	2.934649004605566	471	41
C2CD2L	-0.5293036955352424	1.3645262706004486e-10	3.746607437547898e-10	3.055210505358241	3.584514200893483	471	41
C2CD3	0.26127343192440966	0.0001388107670641076	0.0002178202279930499	2.8244026037256833	2.5631291718012736	471	41
C2CD4A	3.141917651753636	1.779380304024265e-23	7.425750363547709e-22	4.074701873081868	0.9327842213282325	471	41
C2CD4B	1.5433612872592346	1.6818809832670175e-11	5.0631805121906743e-11	3.302745316868126	1.7593840296088912	471	41
C2CD4D	0.692857177092651	2.750589625874967e-12	9.045900230166019e-12	1.9097685280459356	1.2169113509532845	471	41
C2CD4D-AS1	0.18834640841276973	0.08639298030991538	0.10282365569587265	1.9115822935864495	1.7232358851736798	471	41
C2CD5	-0.29391397496777927	0.002687972454722341	0.003756378582773777	4.546519816369193	4.840433791336972	471	41
C2ORF15	1.188727356773641	5.473144719758758e-21	7.933131823841275e-20	2.9687277743273475	1.7800004175537065	471	41
C2ORF27A	0.8179337969946552	2.265245367268864e-19	2.202849344058886e-18	1.1714331626619603	0.35349936566730517	471	41
C2ORF42	0.16648711458043275	0.00016571539267795372	0.0002585413504585863	2.996869880575696	2.8303827659952634	471	41
C2ORF49	0.5268802986848811	5.463306389765716e-10	1.4068473289978654e-09	3.9852434211574708	3.4583631224725897	471	41
C2ORF68	0.07920953401414188	0.11349829175249937	0.13291784533354647	4.229028957792684	4.149819423778542	471	41
C2ORF69	0.153362305001159	0.0023496592291142662	0.003304573341241611	3.986654543192201	3.833292238191042	471	41
C2ORF72	-1.0861820071843198	8.029037734753648e-12	2.5008734267199593e-11	4.18710765762264	5.27328966480696	471	41
C2ORF76	0.18271801741819704	0.0017278866335073738	0.002460964498700687	3.2290088620828774	3.0462908446646804	471	41
C2ORF88	-3.342230015269017	1.145637372946494e-25	2.6202363344104813e-23	2.2450308807954213	5.587260896064438	471	41
C3	-0.8854600618744968	0.0007884146224411686	0.001160157914088521	5.416189132604194	6.301649194478691	471	41
C3AR1	-0.6239877493143271	0.0003403823332240961	0.0005165422895656663	2.902011601785278	3.525999351099605	471	41
C3ORF14	0.05757818962198402	0.34669807697083366	0.3797313870556908	1.4762078508379557	1.4186296612159717	471	41
C3ORF18	-0.5884726422011615	1.5288920482873073e-06	2.8471355889726926e-06	1.8000098187049827	2.388482460906144	471	41
C3ORF33	0.33441102994036553	9.402310842869412e-08	1.9519649369839678e-07	1.3738582599383236	1.039447229997958	471	41
C3ORF36	-0.17987911228448816	0.007899725825913051	0.010542745644146314	0.8844902188100076	1.0643693310944957	471	41
C3ORF38	0.05634253987891924	0.1967022982260055	0.22343423311887106	4.299486330290826	4.2431437904119065	471	41
C3ORF52	0.34039835285499853	0.002611260808763314	0.0036526540193114157	3.450351414981559	3.1099530621265603	471	41
C3ORF62	0.1207085222457418	0.07880564296622257	0.09418066612870653	2.160908557214639	2.040200034968897	471	41
C3ORF70	-1.0869075585545618	6.468663139669879e-13	2.282503719724604e-12	2.24480846484823	3.331716023402792	471	41
C3ORF80	-0.2076721636938197	0.6669522044912841	0.6955054192152532	1.4432244182231395	1.6508965819169592	471	41
C3ORF85	-1.7155119631803795	2.8973174962901746e-16	1.5890581883265733e-15	1.8210600200074991	3.5365719831878786	471	41
C4A	-0.2830146896526877	0.011450897324650858	0.015028076070081694	1.2557782734982772	1.538792963150965	471	41
C4B	-0.2752850229249526	0.015962831681845768	0.020614609426485724	1.3210301157746334	1.596315138699586	471	41
C4BPA	0.42613276665753386	0.10497817818529619	0.12350663590372919	2.734853909753648	2.3087211430961143	471	41
C4BPB	1.045703321312709	5.4740636916112135e-09	1.2750130362778082e-08	3.0072993670172616	1.9615960457045527	471	41
C4ORF19	-1.26456891761817	1.3465759048753759e-20	1.7450032868715466e-19	3.771924341776932	5.036493259395102	471	41
C4ORF3	0.019088782442126195	0.3008725179272438	0.3325800849370255	6.492895817673793	6.473807035231667	471	41
C4ORF33	-0.508279366387264	4.27788733049152e-07	8.367156128085979e-07	2.771528528244191	3.279807894631455	471	41
C4ORF46	0.870621592767193	3.928645790365907e-15	1.8386229342049958e-14	3.6016458560582	2.731024263291007	471	41
C4ORF48	1.1944338885357482	5.4740636916112135e-09	1.2750130362778082e-08	5.839549728897003	4.645115840361255	471	41
C5	0.3965641129902424	6.316016474464728e-05	0.00010219740939932154	1.548102351344411	1.1515382383541686	471	41
C5AR1	0.15416848791666116	0.3091750667534263	0.34120078334343845	3.4792340497715593	3.325065561854898	471	41
C5ORF15	0.04349464888900023	0.15728230048233374	0.18097997999309895	6.217024106852995	6.173529457963995	471	41
C5ORF22	0.09321143819508215	0.009698140988591671	0.012811789134355106	4.241176537471176	4.147965099276094	471	41
C5ORF24	0.22714860817063354	0.004043250698009973	0.005548206953611784	4.543084634254874	4.31593602608424	471	41
C5ORF34	1.1842312674785849	4.754844607383711e-23	1.5769786889008388e-21	2.2030853310659815	1.0188540635873966	471	41
C5ORF38	0.9128664198943621	0.02187380626866996	0.027829896981481368	1.29937415946927	0.3865077395749079	471	41
C5ORF51	0.26961825534209316	1.1846789786478163e-05	2.0388333326460172e-05	4.132383543447973	3.8627652881058796	471	41
